,,
الباركود,اسم الصنف,سعر البيع
311305,حليب لبنيتا -خامات ريسيبي,0.00
111103387,باريستا ايس كريم شوكليت خامات,0.00
11103364,باريستا كوب 12 اونز خامات,0.00
111103378,باريستا بيوريه خامات,0.00
111030159,باريستا ايس لاتيه بيستاشيو,75.00
11102723,باريستا ميلك شيك فانيليا,70.00
111027018,باريستا ايس كابتشينو,45.00
11103059,باريستا ايس لاتيه بيستاشيو,100.00
1110692,باريستا كورتادو كلاسيك,85.00
11103372,باريستا سينجل ميكاتو,45.00
31306,باريستا نسكافية,50.00
1110917,باريستا هوت كرك,20.00
11103368,باريستا كابتشينو L,80.00
11102986,باريستا قهوه تركي S,25.00
ل,باريستا لاتيه M,75.00
11103371,باريستا دبل ميكاتو,45.00
فلات,باريستا فلات وايت,70.00
11102987,باريستا قهوه تركي D,35.00
ك,باريستا كابتشينو M,70.00
ق ح,باريستا قهوه تركي حليب,40.00
11103369,باريستا لاتيه L,85.00
فر كر,باريستا فرابيه كراميل,100.00
ه ش ج,باريستا هوت شوكلت جوزهند,80.00
11101463,لاتيه L اوفر,45.00
1110829,باريستا فرابيه ماتشا,120.00
ايس ل,باريستا ايس لاتيه,45.00
ق ب,باريستا قهوه بندق,60.00
سم مان,باريستا سموزي مانجو جوزهند,80.00
11102027,اوفر ميلك شيك تريلتشي,70.00
ميل خ,باريستا ميلك شيك خوخ,70.00
11102029,اوفر ميلك شيك اوريو,70.00
11102731,باريستا موكتيل ريد بول,30.00
11101470,ايس لاتيه اوفر,40.00
11102028,اوفر ميلك شيك فانيليا,70.00
فر كران,باريستا فرابيه كرانش كوفي,100.00
ميل ل,باريستا ميلك شيك لوتس,70.00
11102720,باريستا ميلك شيك بلوبيري,70.00
ايس مات ف,باريستا ايس ماتشا فراوله,85.00
م ك,باريستا ماكياتو كراميل,70.00
11104106,باريستا ميلك شيك بابل جام,70.00
ايس مات,باريستا ايس ماتشا,80.00
11101474,ايس وايت موكا اوفر,50.00
11101467,موكا نوتيلا L اوفر,75.00
11101466,موكا نوتيلا M اوفر,65.00
سم تر,باريستا سموزي تروبيكال ساور,80.00
سم سا,باريستا سموزي ميكس بيري ساور,80.00
ايس تي خ,باريستا ايس تي خوخ,100.00
ايس س,باريستا ايس سبانيش لاتيه,80.00
ق,قهوه تركي اصطاف,0.01
11104143,باريستا ميلك شيك دبي,80.00
11102030,اوفر ميلك شيك لوتس,70.00
11101469,ايس كابتشينو اوفر,40.00
11101462,لاتيه M اوفر,40.00
1110876,باريستا بوبا اكسترا,25.00
11101459,كورتادو اوفر,35.00
11102729,باريستا فرابيه نوتيلا,100.00
11102730,باريستا فرابيه لوتس,100.00
11101456,اسبريسو دابل شوت اوفر,25.00
فر موك,باريستا فرابيه موكا,100.00
11102721,باريستا ميلك شيك كيوي نعناع,70.00
موخ باش,باريستا موخيتو باشون فروت,75.00
11101457,ماكياتو سينجل شوت اوفر,25.00
11102719,باريستا ميلك شيك فستق,70.00
11101465,موكا كلاسيك L اوفر,60.00
11101472,ايس موكا نوتيلا اوفر,55.00
11102031,اوفر ميلك شيك باشون فروت,70.00
11102727,باريستا فرابيه مرجان,100.00
1110888,باريستا اكسترا فليفر انواع,25.00
11101496,باريستا اكسترا ميلك ستاف,5.00
1110910,باريستا اكسترا صوص انواع,20.00
ايس امر,باريستا ايس امريكانو,40.00
11102728,باريستا فرابيه فستق,100.00
ميل ما,باريستا ميلك شيك مانجو & خوخ,70.00
سم باش,باريستا سموزي مانجو باشون,80.00
11104142,باريستا فرابيه كلاسيك,100.00
ق ن,باريستا قهوه نوتيلا,70.00
11101471,ايس موكا كلاسيك اوفر,45.00
11101468,اميريكانو L اوفر,40.00
ه ش,باريستا هوت شوكلت كلاسيك,50.00
11102732,ايس كريم مرجان - 1ق,50.00
ميل ن,باريستا ميلك شيك نوتيلا,70.00
شير كل,باريستا شيري كولا,70.00
11102740,باريستا قهوه محوج سينجل,35.00
11104108,باريستا ميلك شيك اناناس,70.00
ه ش ن,باريستا هوت شوكلت نوتيلا,80.00
س 1,باريستا اسبريسو سينجل شوت,30.00
ش خ,باريستا شاي اخضر,25.00
11104105,باريستا ميلك شيك شيكولاتة,70.00
11101461,كابتشينو L اوفر,45.00
11101460,كابتشينو M اوفر,40.00
ايس م,باريستا ايس ماكياتو كراميل,80.00
11102726,باريستا ميلك شيك مرجان,70.00
ايس ك,باريستا ايس كرك,60.00
11101458,ماكياتو دبل شوت اوفر,35.00
1110911,باريستا اكسترا ويب كريم,20.00
11102722,باريستا ميلك شيك فانيليا كراميل,70.00
11102988,باريستا اسبريسو دبل شوت,45.00
موخ بلو,باريستا موخيتو بلوبيري,80.00
11101473,ايس اميريكانو اوفر,35.00
فر ك,باريستا فرابيه كوفي,100.00
11104107,باريستا ميلك شيك كيوى,70.00
1110907,باريستا اكسترا شوت,20.00
1110908,باريستا اكسترا فيجن ميلك,35.00
11102032,اوفر ميلك شيك نوتيلا كرانشي,70.00
ايس موك,باريستا ايس موكا,50.00
امر م,باريستا قهوه امريكانو ميديم,50.00
شا,باريستا شاي اسود,25.00
ميل او,باريستا ميلك شيك اوريو,70.00
11102724,باريستا ميلك شيك باشون فروت,70.00
1110909,باريستا اكسترا ميلك,20.00
11102026,اوفر ميلك شيك نوتيلا,70.00
11102725,باريستا ميلك شيك ميكس بيري,70.00
و م,باريستا وايت موكا,75.00
فر توف,باريستا فرابيه توفي نات,100.00
س ل,باريستا سبانيش لاتيه,70.00
ايس لم,باريستا ايس ليمون,70.00
11104104,باريستا ميلك شيك فراولة,70.00
ا ف,باريستا افوجاتو,75.00
11101455,اسبريسو سينجل شوت اوفر,20.00
امر ل,باريستا قهوه امريكانو لارج,60.00
فر مات,باريستا فرابيه ماتشا,100.00
11101464,موكا كلاسيك M اوفر,40.00
8690579991117,باريلا مكرونه اسباغيتي 500 جم,100.00
8690579140652,باريلا مكرونه فارفيلي 500 جم,100.00
8076809569118,باريلا ارابياتا صوص بالطماطم والفلفل الحار 400 جم,200.00
8076809570893,باريلا تسبيكه طماطم 300 جم,100.00
8076809513739,باريلا باسيلكو بالريحان 400 جم,200.00
8690579140614,باريلا مكرونه اقلام 500 جم,100.00
8076809570886,باريلا تسبيكه طماطم للمكرونه 300 جم,200.00
64144004126,بام سبراي اورجينال 170 جم,380.00
64144030644,بام سبراي زيت زيتون 141 جم,380.00
64144030217,بام سبراي زيت كانولا اورجينال 170 جم,380.00
8003115851217,باندورو كيك 750 جم,600.00
8003115851200,بالينولي كيك بالكشمش 800 جم,600.00
9008442000450,باور هورس رمان 250 مل,40.00
9008442000085,باور هورس زيرو شوجر 250 مل,40.00
9001372251329,باور هورس اورجينال 250 مل,40.00
6221134010510,باونتي ويفر رولز 1 ق,7.00
6221134014402,باونتي مينيز 9 ق * 25 جم,270.00
5056357905739,باونتي بسكويت 132 جم,200.00
4011100023925,باونتي منيتشرز 150 جم,220.00
5000159557429,باونتي مينتشرز 150 جم,225.00
6221134014457,باونتي تريو 3 ق 75 جم,75.00
6221134006469,باونتي 57 جم 3+1,150.00
850003560861,برايم توت ازرق 9.8 جم,100.00
810116125395,برايم موز فراوله 500 مل,400.00
810116123995,برايم موز بالفراوله 355 ملل,200.00
810116123322,برايم ايس بوب مشروب 355 ملل,200.00
810116125258,برايم حمضيات كيوي بيري 500 مل,400.00
810116123506,برايم فراوله موز 500 مل,400.00
850003560670,برايم توت ازرق 500 مل,400.00
810116126477,برايم جول بيري 500 مل,400.00
850040427011,برايم فراوله بطيخ 9.3 جم,100.00
850040427042,برايم ايس بوب 9.7 جم,100.00
810116124008,برايم ليمونادا 355 ملل,200.00
8437001799275,براين ليكر بولز 60 مل,80.00
8437001799084,براين ليكر توت ازرق 60 مل,85.00
8437001799213,ليكدي ليبس توت ازرق 60 مل,80.00
8437001799626,بران ليكرز كانز 330 مل,60.00
721688848028,MR99 بروتين بار 70 جم توت,40.00
6224000649845,ادفانسد بروتين كوكيز اورجينال 65 جم,60.00
6224000649869,ادفانسد بروتين كوكيز فول سوداني 65 جم,60.00
721688848066,MR99 بروتين بار 70 جم دوناتس,40.00
721688848127,MR99 بروتين بار 70 جم افوكادو,40.00
721688848004,MR99 بروتين بار 70 جم قهوة,40.00
721688848035,MR99 بروتين بار 70 جم فراولة,40.00
6224010103108,بروتين بار بندق زيرو 70 جم,50.00
6224000649876,ادفانسد بروتين كوكيز موكا 65 جم,60.00
6224000649852,ادفانسد بروتين كوكيز فانيليا 65 جم,60.00
721688848097,MR99 بروتين بار 70 جم ايس كريم,40.00
6224010103122,بروتين بار توت 24 جم,45.00
6224010103825,بروتين بار شوكليت فروت 24 جم,45.00
721688848042,MR99 بروتين بار 70 جم كارميل,40.00
6224010103849,بروتين بار بينتاكولادا وايت شوكليت 70جم,50.00
6224010103351,بروتين بار بنانا كريم 24 جم,45.00
721688848080,MR99 بروتين بار 70 جم جوز هند,40.00
721688848011,MR99 بروتين بار 70 جم بندق,40.00
721688848134,MR99 بروتين بار 70 جم فستق,40.00
6224010103832,بروتين بار راسبرى ايس كريم 24 جم,45.00
6291003087189,بريك بريكستا 10 ق,120.00
6291003045790,بريك شيكولاته 2 ق,15.00
6291003634154,بريك داى بندق 16 جم,20.00
6291003087158,بريكستا 14.5 جم,10.00
6291003088940,بريك تايم 10 ق,120.00
6291003633751,سمر بريك البندق 12 جم,10.00
6291003087868,بريك ريزو سوداني 17 جم,10.00
6291003089367,بريك ريزو سوداني 28 جم,15.00
6291003203527,بريك كريمي ميلك 4 ق,20.00
6291003092497,بريكستا تيفاني 2 ق,20.00
6291003084034,بريك ريزو 17 جم,10.00
6291003204999,بريك بيج تيفاني 28.5 جم,20.00
6291003630460,بريك دابل تريتس 22 ق,210.00
6291003092527,بريك تايم ويفر 2 ق,20.00
6291003081903,بريك ريزو ويفر بالكراميل 28 جم,15.00
6291003085260,بريك كرانشي فن 13 ق,200.00
6291003084256,بريك ميني فن 22 ق,195.00
5053990101597,برينجليز سور كريم 165 جم,180.00
6978030990148,بينجو شيبس 40 جم اوريجينال,30.00
6224004984010,شيكولاته دستينجو برنجليز ساور كريم 195 جم,200.00
6978030990087,بينجو شيبس 40 جم ساور كريم,30.00
6224004984027,شيكولاته دستينجو برنجليز اوريجينال 195 جم,200.00
5053990188680,برينجليز شطه وليمون 40 جم,60.00
5053990138715,برينجلز جبنه 200 جم,200.00
5053990145058,برينجلز بيتزا 200 جم,200.00
6978030990049,بينجو شيبس 40 جم طماطم,30.00
5053990107339,برينجليز اوريجينال 40 جم,60.00
5053990107384,برينجليز ساور كريم 40 جم,60.00
5053990161607,برينجليز بابريكا 40 جم,60.00
6978030991077,بينجو شيبس 40 جم سبايسي,30.00
5053990101542,برينجليز حار & سبايسي 165 جم,180.00
5053990101573,برينجليز اوريجينال 165 جم,180.00
5053990161966,برينجلز باربيكو 165 جم,180.00
5053990107292,برينجليز سبايسي 40 جم,60.00
5053990101580,برينجليز خل وملح 165 جم,180.00
6978030991091,بينجو شيبس 40 جم ليمون وفلفل,30.00
6224004984157,شيكولاته دستينجو برنجليز اوريجينال 140 جم,150.00
5053990107315,برينجليز كاتشب 40 جم,60.00
6224004984164,شيكولاته دستينجو برنجليز ساور كريم 140 جم,150.00
6978030990124,بينجو شيبس 40 جم خل وملح,30.00
5053990107353,برينجليز خل وملح 40 جم,60.00
6978030990063,بينجو شيبس 40 جم شيدر,30.00
5053990161669,برينجليز بابريكا 165 جم,180.00
5053990161935,برينجليز باربيكيو 40 جم,60.00
5053990107322,برينجليز جبنة 40 جم,60.00
5053990106981,برينجليز جبنه 165 جم,180.00
80820956,لواكر باتسيرى سناك 21 جم,35.00
8436048440461,ارتاش شيكلين بسكويت ساده 175 جم,150.00
6224002938046,جرانو كوكيز شوكليت 6 ق,30.00
5998711388928,تاك بسكويت بالجبنه 100 جم,180.00
6281100404101,معمول بالتوفي 400 جم,190.00
5000168001555,دايجستف بسكويت ميلك شوكليت 266 جم,50.00
6281100400912,معمول بر ونخاله ومكسرات 400 جم بدون سكر مضاف,220.00
6281100404118,معمول دقيق ابيض دخن 400 جم,190.00
6281016901725,ميموريز كوكيز بالتمر 100 جم,50.00
6281100400899,معمول كيلجا 400 جم,220.00
